IDContrato;DataFoto;IDTranche;Tipo;DataBase;DataBaixa;DataEvento;Projetado;Realizado;TaxaCambio;TaxaVariante;Taxa;FoiRealizado
11546067;1900-01-01;1;3;2020-05-15;2020-05-15;2020-05-15;531654200000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2020-11-16;2020-11-16;2020-11-15;596571900000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2021-05-17;2021-05-17;2021-05-15;617795100000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2021-11-16;2021-11-16;2021-11-15;671791700000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2022-05-16;2022-05-16;2022-05-15;666559300000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2022-11-16;2022-11-16;2022-11-15;686536800000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2023-05-15;2023-05-15;2023-05-15;699401200000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;3;2023-11-16;2023-11-16;2023-11-15;703615400000;0.0000;0.0000;0.0000;107.25;0
11546067;1900-01-01;1;2;2024-05-15;2024-05-15;2024-05-15;100000000;0.0000;0.0000;0.0000;1000000;0
11546067;1900-01-01;1;3;2024-05-15;2024-05-15;2024-05-15;699833100000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;0;2017-05-15;2017-05-15;2017-05-15;100000000;0.0000;0.0000;0.0000;0.0000;0
11546068;1900-01-01;1;3;2017-11-16;2017-11-16;2017-11-15;675464500000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2018-05-15;2018-05-15;2018-05-15;344773900000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2018-11-16;2018-11-16;2018-11-15;3581753900000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2019-05-15;2019-05-15;2019-05-15;4252943300000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2019-11-18;2019-11-18;2019-11-15;5290832100000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2020-05-15;2020-05-15;2020-05-15;5266794100000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2020-11-16;2020-11-16;2020-11-15;6027549400000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2021-05-17;2021-05-17;2021-05-15;6180236300000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2021-11-16;2021-11-16;2021-11-15;6713852900000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2022-05-16;2022-05-16;2022-05-15;663778600000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;26;2022-05-16;2022-05-16;2022-05-16;0.00000;0.0000;0.0000;0.0000;0.0000;0
11546068;1900-01-01;1;3;2022-11-16;2022-11-16;2022-11-15;687657800000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2023-05-15;2023-05-15;2023-05-15;692177500000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;3;2023-11-16;2023-11-16;2023-11-15;7105809900000;0.0000;0.0000;0.0000;107.25;0
11546068;1900-01-01;1;2;2024-05-15;2024-05-15;2024-05-15;100000000;0.0000;0.0000;0.0000;1000000;0
11546068;1900-01-01;1;3;2024-05-15;2024-05-15;2024-05-15;6952785500000;0.0000;0.0000;0.0000;107.25;0
11546069;1900-01-01;1;0;2018-02-19;2018-02-19;2018-02-19;100000000;0.0000;0.0000;0.0000;0.0000;0
11546069;1900-01-01;1;3;2018-08-15;2018-08-15;2018-08-15;0.17806;0.0000;0.0000;0.0000;0.58;0
11546069;1900-01-01;1;3;2019-02-15;2019-02-15;2019-02-15;0.17987;0.0000;0.0000;0.0000;0.58;0
11546069;1900-01-01;1;3;2019-08-15;2019-08-15;2019-08-15;0.0357;0.0000;0.0000;0.0000;0.58;0
11546069;1900-01-01;1;3;2020-02-17;2020-02-17;2020-02-15;0.00000;0.0000;0.0000;0.0000;0.58;0
11546069;1900-01-01;1;3;2020-08-17;2020-08-17;2020-08-15;0.00000;0.0000;0.0000;0.0000;0.58;0
11546069;1900-01-01;1;2;2021-02-17;2021-02-17;2021-02-15;100000000;0.0000;0.0000;0.0000;1000000;0
11546069;1900-01-01;1;3;2021-02-17;2021-02-17;2021-02-15;0.00000;0.0000;0.0000;0.0000;0.58;0
11546072;1900-01-01;1;0;2018-03-07;2018-03-07;2018-03-07;1000000000;0.0000;0.0000;0.0000;0.0000;0
11546072;1900-01-01;1;3;2018-08-15;2018-08-15;2018-08-15;3302797300000;0.0000;0.0000;0.0000;1.1;0
11546072;1900-01-01;1;3;2019-02-15;2019-02-15;2019-02-15;3714890600000;0.0000;0.0000;0.0000;1.1;0
11546072;1900-01-01;1;3;2019-08-15;2019-08-15;2019-08-15;36705833600000;0.0000;0.0000;0.0000;1.1;0
11546072;1900-01-01;1;3;2020-02-17;2020-02-17;2020-02-15;39628687100000;0.0000;0.0000;0.0000;1.1;0
11546072;1900-01-01;1;3;2020-08-17;2020-08-17;2020-08-15;4262692900000;0.0000;0.0000;0.0000;1.1;0
11546072;1900-01-01;1;2;2021-02-17;2021-02-17;2021-02-15;1000000000;0.0000;0.0000;0.0000;1000000;0
11546072;1900-01-01;1;3;2021-02-17;2021-02-17;2021-02-15;46985791200000;0.0000;0.0000;0.0000;1.1;0
11546073;1900-01-01;1;0;2018-02-16;2018-02-16;2018-02-16;1000000000;0.0000;0.0000;0.0000;0.0000;1
11546073;1900-01-01;1;3;2018-08-08;2018-08-08;2018-08-08;35709599500000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;3;2019-02-08;2019-02-08;2019-02-08;43998442700000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;3;2019-08-08;2019-08-08;2019-08-08;54360231700000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;3;2020-02-10;2020-02-10;2020-02-08;60497029700000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2020-08-10;2020-08-10;2020-08-08;50000000;0.0000;0.0000;50000;50000;0
11546073;1900-01-01;1;3;2020-08-10;2020-08-10;2020-08-08;63258754200000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2021-02-08;2021-02-08;2021-02-08;50000000;0.0000;0.0000;50000;50000;0
11546073;1900-01-01;1;3;2021-02-08;2021-02-08;2021-02-08;63470727200000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2021-08-09;2021-08-09;2021-08-08;150000000;0.0000;0.0000;150000;150000;0
11546073;1900-01-01;1;3;2021-08-09;2021-08-09;2021-08-08;6446649700000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2022-02-08;2022-02-08;2022-02-08;250000000;0.0000;0.0000;250000;250000;0
11546073;1900-01-01;1;3;2022-02-08;2022-02-08;2022-02-08;57475169100000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2022-08-08;2022-08-08;2022-08-08;250000000;0.0000;0.0000;250000;250000;0
11546073;1900-01-01;1;3;2022-08-08;2022-08-08;2022-08-08;37735761700000;0.0000;0.0000;0.0000;117.3;0
11546073;1900-01-01;1;2;2023-02-08;2023-02-08;2023-02-08;250000000;0.0000;0.0000;250000;250000;0
11546073;1900-01-01;1;3;2023-02-08;2023-02-08;2023-02-08;20425929200000;0.0000;0.0000;0.0000;117.3;0
11546074;1900-01-01;1;0;2018-04-23;2018-04-23;2018-04-23;100000000;0.0000;0.0000;0.0000;0.0000;0
11546074;1900-01-01;1;3;2018-10-15;2018-10-15;2018-10-15;211808273854200000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2019-04-15;2019-04-15;2019-04-15;228572642646800000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2019-10-15;2019-10-15;2019-10-15;236032304592100000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2020-04-15;2020-04-15;2020-04-15;230437048321400000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2020-10-15;2020-10-15;2020-10-15;232301793829200000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2021-04-15;2021-04-15;2021-04-15;228572642646800000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2021-10-15;2021-10-15;2021-10-15;234166879232100000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2022-04-18;2022-04-18;2022-04-15;232301793829200000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2022-10-17;2022-10-17;2022-10-15;232301793829200000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2023-04-17;2023-04-17;2023-04-15;230437048321400000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2023-10-16;2023-10-16;2023-10-15;230437048321400000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2024-04-15;2024-04-15;2024-04-15;226708576743400000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;3;2024-10-15;2024-10-15;2024-10-15;237898069971200000;0.0000;0.0000;0.0000;4.7;0
11546074;1900-01-01;1;2;2025-04-15;2025-04-15;2025-04-15;100000000;0.0000;0.0000;0.0000;1000000;0
11546074;1900-01-01;1;3;2025-04-15;2025-04-15;2025-04-15;230437048321400000;0.0000;0.0000;0.0000;4.7;0
11546076;1900-01-01;1;0;2012-07-16;2012-07-16;2012-07-16;1000000000;0.0000;0.0000;0.0000;0.0000;0
11546076;1900-01-01;1;3;2013-07-15;2013-07-15;2013-07-15;60746058999393100000;0.0000;0.0000;0.0000;6.15;0
11546076;1900-01-01;1;3;2014-05-14;2014-05-14;2014-05-14;0.00000;0.0000;0.0000;0.0000;6.15;0
11546076;1900-01-01;1;3;2014-07-15;2014-07-15;2014-07-15;6669341523082100000;0.0000;0.0000;9.23;9.23;0
11546076;1900-01-01;1;3;2015-07-15;2015-07-15;2015-07-15;92682742999486300000;0.0000;0.0000;9.23;9.23;0
11546076;1900-01-01;1;3;2016-03-18;2016-03-18;2016-03-18;0.00000;0.0000;0.0000;9.23;9.23;0
11546076;1900-01-01;1;3;2016-07-15;2016-07-15;2016-07-15;9706532904364600000;0.0000;0.0000;1070110000;1070110000;0
11546076;1900-01-01;1;3;2017-07-17;2017-07-17;2017-07-15;10656449199950800000;0.0000;0.0000;1070110000;1070110000;0
11546076;1900-01-01;1;2;2018-07-16;2018-07-16;2018-07-16;500000000;0.0000;0.0000;0.0000;500000;0
11546076;1900-01-01;1;3;2018-07-16;2018-07-16;2018-07-15;10567201599989100000;0.0000;0.0000;1070110000;1070110000;0
11546076;1900-01-01;1;2;2019-07-15;2019-07-15;2019-07-15;500000000;0.0000;0.0000;0.0000;500000;0
11546076;1900-01-01;1;3;2019-07-15;2019-07-15;2019-07-15;52836007999526800000;0.0000;0.0000;1070110000;1070110000;0
11546098;1900-01-01;1;0;2016-09-14;2016-09-14;2016-09-14;100000000;0.0000;0.0000;0.0000;0.0000;0
11546098;1900-01-01;1;2;2016-10-24;2016-10-24;2016-10-23;65789473684210500000;0.0000;0.0000;0.0000;0.657894736842105;0
11546098;1900-01-01;1;3;2016-10-24;2016-10-24;2016-10-23;60501680033700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2016-11-23;2016-11-23;2016-11-23;65789473684210500000;0.0000;0.0000;0.0000;0.662251655629139;0
11546098;1900-01-01;1;3;2016-11-23;2016-11-23;2016-11-23;44486388015736200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2016-12-23;2016-12-23;2016-12-23;65789473684210500000;0.0000;0.0000;0.0000;0.666666666666667;0
11546098;1900-01-01;1;3;2016-12-23;2016-12-23;2016-12-23;48621823436447400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-01-23;2017-01-23;2017-01-23;65789473684210500000;0.0000;0.0000;0.0000;0.671140939597315;0
11546098;1900-01-01;1;3;2017-01-23;2017-01-23;2017-01-23;46097175365767100000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-02-23;2017-02-23;2017-02-23;65789473684210500000;0.0000;0.0000;0.0000;0.675675675675676;0
11546098;1900-01-01;1;3;2017-02-23;2017-02-23;2017-02-23;50159754923513200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-03-23;2017-03-23;2017-03-23;65789473684210500000;0.0000;0.0000;0.0000;0.680272108843537;0
11546098;1900-01-01;1;3;2017-03-23;2017-03-23;2017-03-23;38968433704186200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-04-24;2017-04-24;2017-04-23;65789473684210500000;0.0000;0.0000;0.0000;0.684931506849315;0
11546098;1900-01-01;1;3;2017-04-24;2017-04-24;2017-04-23;43013328809917100000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-05-23;2017-05-23;2017-05-23;65789473684210500000;0.0000;0.0000;0.0000;0.689655172413793;0
11546098;1900-01-01;1;3;2017-05-23;2017-05-23;2017-05-23;42718716968753300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-06-23;2017-06-23;2017-06-23;65789473684210500000;0.0000;0.0000;0.0000;0.694444444444444;0
11546098;1900-01-01;1;3;2017-06-23;2017-06-23;2017-06-23;46676950498989500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-07-24;2017-07-24;2017-07-23;65789473684210500000;0.0000;0.0000;0.0000;0.699300699300699;0
11546098;1900-01-01;1;3;2017-07-24;2017-07-24;2017-07-23;44240913270501300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-08-23;2017-08-23;2017-08-23;65789473684210500000;0.0000;0.0000;0.0000;0.704225352112676;0
11546098;1900-01-01;1;3;2017-08-23;2017-08-23;2017-08-23;46028659519836900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-09-25;2017-09-25;2017-09-23;65789473684210500000;0.0000;0.0000;0.0000;0.709219858156028;0
11546098;1900-01-01;1;3;2017-09-25;2017-09-25;2017-09-23;45704514030260600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-10-23;2017-10-23;2017-10-23;65789473684210500000;0.0000;0.0000;0.0000;0.714285714285714;0
11546098;1900-01-01;1;3;2017-10-23;2017-10-23;2017-10-23;39178995057723700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-11-23;2017-11-23;2017-11-23;65789473684210500000;0.0000;0.0000;0.0000;0.719424460431655;0
11546098;1900-01-01;1;3;2017-11-23;2017-11-23;2017-11-23;43003405206990800000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2017-12-26;2017-12-26;2017-12-23;65789473684210500000;0.0000;0.0000;0.0000;0.72463768115942;0
11546098;1900-01-01;1;3;2017-12-26;2017-12-26;2017-12-23;44732077561531600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-01-23;2018-01-23;2018-01-23;65789473684210500000;0.0000;0.0000;0.0000;0.72992700729927;0
11546098;1900-01-01;1;3;2018-01-23;2018-01-23;2018-01-23;38339445163629600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-02-23;2018-02-23;2018-02-23;65789473684210500000;0.0000;0.0000;0.0000;0.735294117647059;0
11546098;1900-01-01;1;3;2018-02-23;2018-02-23;2018-02-23;42075274159357900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-03-23;2018-03-23;2018-03-23;65789473684210500000;0.0000;0.0000;0.0000;0.740740740740741;0
11546098;1900-01-01;1;3;2018-03-23;2018-03-23;2018-03-23;39772598557115100000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-04-23;2018-04-23;2018-04-23;65789473684210500000;0.0000;0.0000;0.0000;0.746268656716418;0
11546098;1900-01-01;1;3;2018-04-23;2018-04-23;2018-04-23;39477986715951300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-05-23;2018-05-23;2018-05-23;65789473684210500000;0.0000;0.0000;0.0000;0.75187969924812;0
11546098;1900-01-01;1;3;2018-05-23;2018-05-23;2018-05-23;4114714311172500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-06-25;2018-06-25;2018-06-23;65789473684210500000;0.0000;0.0000;0.0000;0.757575757575758;0
11546098;1900-01-01;1;3;2018-06-25;2018-06-25;2018-06-23;42787204624073700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-07-23;2018-07-23;2018-07-23;65789473684210600000;0.0000;0.0000;0.0000;0.763358778625954;0
11546098;1900-01-01;1;3;2018-07-23;2018-07-23;2018-07-23;38594151192459900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-08-23;2018-08-23;2018-08-23;65789473684210600000;0.0000;0.0000;0.0000;0.769230769230769;0
11546098;1900-01-01;1;3;2018-08-23;2018-08-23;2018-08-23;44059244189572400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-09-24;2018-09-24;2018-09-23;65789473684210600000;0.0000;0.0000;0.0000;0.775193798449612;0
11546098;1900-01-01;1;3;2018-09-24;2018-09-24;2018-09-23;39909635048214500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-10-23;2018-10-23;2018-10-23;65789473684210500000;0.0000;0.0000;0.0000;0.78125;0
11546098;1900-01-01;1;3;2018-10-23;2018-10-23;2018-10-23;13921295585320400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-11-23;2018-11-23;2018-11-23;65789473684210600000;0.0000;0.0000;0.0000;0.78740157480315;0
11546098;1900-01-01;1;3;2018-11-23;2018-11-23;2018-11-23;39290881016459200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2018-12-24;2018-12-24;2018-12-23;65789473684210500000;0.0000;0.0000;0.0000;0.793650793650794;0
11546098;1900-01-01;1;3;2018-12-24;2018-12-24;2018-12-23;38981504000581600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-01-23;2019-01-23;2019-01-23;65789473684210600000;0.0000;0.0000;0.0000;0.8;0
11546098;1900-01-01;1;3;2019-01-23;2019-01-23;2019-01-23;3682648014547700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-02-25;2019-02-25;2019-02-23;65789473684210600000;0.0000;0.0000;0.0000;0.806451612903226;0
11546098;1900-01-01;1;3;2019-02-25;2019-02-25;2019-02-23;42025740611592100000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-03-25;2019-03-25;2019-03-23;65789473684210600000;0.0000;0.0000;0.0000;0.813008130081301;0
11546098;1900-01-01;1;3;2019-03-25;2019-03-25;2019-03-23;32606240446359900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-04-23;2019-04-23;2019-04-23;65789473684210600000;0.0000;0.0000;0.0000;0.819672131147541;0
11546098;1900-01-01;1;3;2019-04-23;2019-04-23;2019-04-23;35942644621985600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-05-23;2019-05-23;2019-05-23;65789473684210600000;0.0000;0.0000;0.0000;0.826446280991736;0
11546098;1900-01-01;1;3;2019-05-23;2019-05-23;2019-05-23;37434618921193500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-06-24;2019-06-24;2019-06-23;65789473684210600000;0.0000;0.0000;0.0000;0.833333333333333;0
11546098;1900-01-01;1;3;2019-06-24;2019-06-24;2019-06-23;37125241905315800000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-07-23;2019-07-23;2019-07-23;65789473684210600000;0.0000;0.0000;0.0000;0.840336134453782;0
11546098;1900-01-01;1;3;2019-07-23;2019-07-23;2019-07-23;36815864889438200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-08-23;2019-08-23;2019-08-23;65789473684210600000;0.0000;0.0000;0.0000;0.847457627118644;0
11546098;1900-01-01;1;3;2019-08-23;2019-08-23;2019-08-23;39992237033611900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-09-23;2019-09-23;2019-09-23;65789473684210600000;0.0000;0.0000;0.0000;0.854700854700855;0
11546098;1900-01-01;1;3;2019-09-23;2019-09-23;2019-09-23;36197110857682900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-10-23;2019-10-23;2019-10-23;65789473684210600000;0.0000;0.0000;0.0000;0.862068965517241;0
11546098;1900-01-01;1;3;2019-10-23;2019-10-23;2019-10-23;37600876790852600000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-11-25;2019-11-25;2019-11-23;65789473684210600000;0.0000;0.0000;0.0000;0.869565217391304;0
11546098;1900-01-01;1;3;2019-11-25;2019-11-25;2019-11-23;37276731301276400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2019-12-23;2019-12-23;2019-12-23;65789473684210600000;0.0000;0.0000;0.0000;0.87719298245614;0
11546098;1900-01-01;1;3;2019-12-23;2019-12-23;2019-12-23;3358574989267500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-01-23;2020-01-23;2020-01-23;65789473684210600000;0.0000;0.0000;0.0000;0.884955752212389;0
11546098;1900-01-01;1;3;2020-01-23;2020-01-23;2020-01-23;34959602794172400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-02-26;2020-02-26;2020-02-23;65789473684210600000;0.0000;0.0000;0.0000;0.892857142857143;0
11546098;1900-01-01;1;3;2020-02-26;2020-02-26;2020-02-23;36304294832547400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-03-23;2020-03-23;2020-03-23;65789473684210600000;0.0000;0.0000;0.0000;0.900900900900901;0
11546098;1900-01-01;1;3;2020-03-23;2020-03-23;2020-03-23;29425143817446700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-04-23;2020-04-23;2020-04-23;65789473684210600000;0.0000;0.0000;0.0000;0.909090909090909;0
11546098;1900-01-01;1;3;2020-04-23;2020-04-23;2020-04-23;34031471746539500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-05-25;2020-05-25;2020-05-23;65789473684210600000;0.0000;0.0000;0.0000;0.917431192660551;0
11546098;1900-01-01;1;3;2020-05-25;2020-05-25;2020-05-23;33722094730661900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-06-23;2020-06-23;2020-06-23;65789473684210600000;0.0000;0.0000;0.0000;0.925925925925926;0
11546098;1900-01-01;1;3;2020-06-23;2020-06-23;2020-06-23;31818078845692100000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-07-23;2020-07-23;2020-07-23;65789473684210600000;0.0000;0.0000;0.0000;0.934579439252336;0
11546098;1900-01-01;1;3;2020-07-23;2020-07-23;2020-07-23;34683567384665800000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-08-24;2020-08-24;2020-08-23;65789473684210600000;0.0000;0.0000;0.0000;0.943396226415094;0
11546098;1900-01-01;1;3;2020-08-24;2020-08-24;2020-08-23;34359421895089500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-09-23;2020-09-23;2020-09-23;65789473684210600000;0.0000;0.0000;0.0000;0.952380952380952;0
11546098;1900-01-01;1;3;2020-09-23;2020-09-23;2020-09-23;32484586667151300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-10-23;2020-10-23;2020-10-23;65789473684210600000;0.0000;0.0000;0.0000;0.961538461538462;0
11546098;1900-01-01;1;3;2020-10-23;2020-10-23;2020-10-23;32175209651273700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-11-23;2020-11-23;2020-11-23;65789473684210600000;0.0000;0.0000;0.0000;0.970873786407767;0
11546098;1900-01-01;1;3;2020-11-23;2020-11-23;2020-11-23;3034501963987300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2020-12-23;2020-12-23;2020-12-23;65789473684210600000;0.0000;0.0000;0.0000;0.980392156862745;0
11546098;1900-01-01;1;3;2020-12-23;2020-12-23;2020-12-23;33062839936784200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-01-25;2021-01-25;2021-01-23;65789473684210600000;0.0000;0.0000;0.0000;0.99009900990099;0
11546098;1900-01-01;1;3;2021-01-25;2021-01-25;2021-01-23;31247078603640800000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-02-23;2021-02-23;2021-02-23;65789473684210600000;0.0000;0.0000;0.0000;10000;0
11546098;1900-01-01;1;3;2021-02-23;2021-02-23;2021-02-23;27984996469802700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-03-23;2021-03-23;2021-03-23;65789473684210600000;0.0000;0.0000;0.0000;1010101010101010000;0
11546098;1900-01-01;1;3;2021-03-23;2021-03-23;2021-03-23;29166572275217800000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-04-23;2021-04-23;2021-04-23;65789473684210600000;0.0000;0.0000;0.0000;1020408163265310000;0
11546098;1900-01-01;1;3;2021-04-23;2021-04-23;2021-04-23;30318947556007900000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-05-24;2021-05-24;2021-05-23;65789473684210600000;0.0000;0.0000;0.0000;1030927835051550000;0
11546098;1900-01-01;1;3;2021-05-24;2021-05-24;2021-05-23;30009570540130300000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-06-23;2021-06-23;2021-06-23;65789473684210600000;0.0000;0.0000;0.0000;1041666666666670000;0
11546098;1900-01-01;1;3;2021-06-23;2021-06-23;2021-06-23;29700193524252700000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-07-23;2021-07-23;2021-07-23;65789473684210600000;0.0000;0.0000;0.0000;1052631578947370000;0
11546098;1900-01-01;1;3;2021-07-23;2021-07-23;2021-07-23;307938215097500000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-08-23;2021-08-23;2021-08-23;65789473684210600000;0.0000;0.0000;0.0000;1063829787234040000;0
11546098;1900-01-01;1;3;2021-08-23;2021-08-23;2021-08-23;29081439492497400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-09-23;2021-09-23;2021-09-23;65789473684210600000;0.0000;0.0000;0.0000;107526881720430000;0
11546098;1900-01-01;1;3;2021-09-23;2021-09-23;2021-09-23;30145530530597400000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-10-25;2021-10-25;2021-10-23;65789473684210600000;0.0000;0.0000;0.0000;1086956521739130000;0
11546098;1900-01-01;1;3;2021-10-25;2021-10-25;2021-10-23;28462685460742200000;0.0000;0.0000;0.0000;579130000;0
11546098;1900-01-01;1;2;2021-11-23;2021-11-23;2021-11-23;65789473684210600000;0.0000;0.0000;0.0000;109890109890110000;0
11546098;1900-01-01;1;3;2021-11-23;2021-11-23;2021-11-23;25466346787520400000;0.0000;0.0000;0.0000;579130000;0
